invoice_number,order_date,store_number,county_number,category_number,vendor_number,item_number,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,etl_date
INV-69792600001,2024-05-02,3521,,1011200,619,22121,12,750,12.5,18.75,12,225.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-69830100058,2024-05-03,2633,,1031100,434,36307,12,1000,4.35,6.53,24,156.72,24.0,6.34,2025-02-25T13:13:16.885776
INV-69886600009,2024-05-06,2528,,1031200,380,42009,6,1750,11.5,17.25,6,76.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-69908200008,2024-05-07,4653,,1031100,260,37996,12,750,8.25,12.38,4,49.52,3.0,0.79,2025-02-25T13:13:16.885776
INV-69956900011,2024-05-08,6120,,1062400,434,44658,6,1750,10.0,15.0,6,90.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-70001600002,2024-05-09,2684,,1012100,259,11788,6,1750,11.5,17.25,6,103.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-70034800001,2024-05-10,6116,,1012100,260,11290,10,50,5.91,8.87,2,17.74,0.1,0.02,2025-02-25T13:13:16.885776
INV-70076000001,2024-05-11,2633,,1011200,85,22215,12,750,24.05,36.08,60,2115.0,45.0,11.88,2025-02-25T13:13:16.885776
INV-70076200002,2024-05-12,3562,,1012100,65,10628,6,1750,14.5,21.75,6,130.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-70098200008,2024-05-13,5726,,1062200,434,45277,12,1000,4.75,7.13,4,28.52,4.0,1.05,2025-02-25T13:13:16.885776
INV-70145200029,2024-05-14,5102,,1022100,395,87409,12,1000,15.0,22.5,36,810.0,36.0,9.51,2025-02-25T13:13:16.885776
INV-70200400016,2024-05-15,6204,,1062400,260,43334,24,375,5.24,7.86,24,188.64,9.0,2.37,2025-02-25T13:13:16.885776
INV-70243300018,2024-05-16,3773,,1031200,259,39680,12,50,7.5,11.25,12,135.0,0.6,0.15,2025-02-25T13:13:16.885776
INV-70291100007,2024-05-17,2502,,1062400,240,45886,12,750,10.0,15.0,12,180.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-70330600030,2024-05-19,4661,,1052100,420,48099,24,200,7.49,11.24,2,22.48,0.4,0.1,2025-02-25T13:13:16.885776
INV-70341500029,2024-05-20,6313,,1031200,772,75198,6,750,10.0,15.0,4,60.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-70383700004,2024-05-21,4549,,1012100,259,11788,6,1750,11.5,17.25,12,207.0,21.0,5.54,2025-02-25T13:13:16.885776
INV-70418000007,2024-05-22,5786,,1081400,421,84172,1,50,51.6,77.4,1,77.4,0.05,0.01,2025-02-25T13:13:16.885776
INV-70456300043,2024-05-23,2285,,1031100,260,37994,24,375,4.99,7.49,24,179.76,9.0,2.37,2025-02-25T13:13:16.885776
INV-70505200009,2024-05-24,2106,,1011200,65,19477,12,1000,22.5,33.75,12,405.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-70536900001,2024-05-25,4617,,1022100,260,66993,6,750,17.5,26.25,2,52.5,1.5,0.39,2025-02-25T13:13:16.885776
INV-70537000067,2024-05-27,3868,,1022200,260,87103,6,750,11.49,17.24,6,103.44,4.5,1.18,2025-02-25T13:13:16.885776
INV-70561300013,2024-05-28,5726,,1022200,35,88296,12,750,28.0,42.0,1,42.0,0.75,0.19,2025-02-25T13:13:16.885776
INV-70606500004,2024-05-29,2675,,1012100,260,10778,6,1750,33.99,50.99,6,305.94,10.5,2.77,2025-02-25T13:13:16.885776
INV-70661900063,2024-05-30,5351,,1081400,421,84145,1,50,51.6,77.4,1,77.4,0.05,0.01,2025-02-25T13:13:16.885776
INV-70701300048,2024-05-31,2621,,1062300,380,43686,12,750,10.07,15.11,12,181.32,9.0,2.37,2025-02-25T13:13:16.885776
INV-70753600022,2024-06-01,5915,,10311000,300,36886,12,750,3.64,5.46,12,65.52,9.0,2.37,2025-02-25T13:13:16.885776
INV-70782100020,2024-06-02,4661,,10624000,260,43333,48,200,3.24,4.86,3,14.58,0.6,0.15,2025-02-25T13:13:16.885776
INV-70792100019,2024-06-03,4829,,10311000,229,37259,6,1750,6.5,9.75,6,58.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-70835400004,2024-06-04,4182,,10121000,260,10809,6,1750,33.99,50.99,2,101.98,3.5,0.92,2025-02-25T13:13:16.885776
INV-70889700017,2024-06-05,4829,,10312000,260,77900,12,750,8.25,12.38,12,148.56,9.0,2.37,2025-02-25T13:13:16.885776
INV-70932800005,2024-06-06,4829,,10121000,260,11297,12,1000,20.49,30.74,120,3688.8,120.0,31.7,2025-02-25T13:13:16.885776
INV-70965100010,2024-06-07,5956,,10311000,255,37888,6,1750,10.0,15.0,6,90.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-71008200026,2024-06-09,5443,,10312000,205,40599,12,750,8.0,12.0,12,144.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-71022400007,2024-06-10,10248,,10222000,260,87282,12,375,14.5,21.75,12,261.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-71070900026,2024-06-11,4962,,10816000,421,86881,10,50,5.16,7.74,3,23.22,0.15,0.03,2025-02-25T13:13:16.885776
INV-71121300021,2024-06-12,4829,,10624000,395,46504,12,750,11.5,17.25,12,207.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-71165500036,2024-06-13,3773,,10625000,370,42717,12,1000,11.49,17.24,36,647.64,36.0,9.51,2025-02-25T13:13:16.885776
INV-71201300012,2024-06-14,6256,,10511000,421,53206,12,750,6.91,10.37,12,124.44,9.0,2.37,2025-02-25T13:13:16.885776
INV-71249200008,2024-06-16,5615,,10311000,301,38176,12,750,10.0,15.0,12,180.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-71258100005,2024-06-17,5443,,10112000,421,21462,12,750,11.5,17.25,1,17.25,0.75,0.19,2025-02-25T13:13:16.885776
INV-71294600005,2024-06-18,5092,,10112000,65,19061,12,50,7.0,10.5,12,126.0,0.6,0.15,2025-02-25T13:13:16.885776
INV-71361600011,2024-06-19,10270,,10321000,421,34366,12,750,4.99,7.49,12,89.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-71401600013,2024-06-20,4191,,10710000,395,58868,6,1750,8.74,13.11,6,78.66,10.5,2.77,2025-02-25T13:13:16.885776
INV-71449100001,2024-06-21,10275,,10812000,260,68036,12,750,16.49,24.74,12,296.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-71496500076,2024-06-23,2506,,10311000,421,38088,6,1750,9.44,14.16,6,84.96,10.5,2.77,2025-02-25T13:13:16.885776
INV-71514600026,2024-06-24,3696,,10624000,395,46506,6,1750,17.5,26.25,6,157.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-71547200017,2024-06-25,6125,,10625000,370,43902,12,750,8.99,13.49,12,161.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-71598700097,2024-06-26,2549,,10815000,65,86112,12,1000,2.33,3.5,12,42.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-71642200001,2024-06-27,5264,,10816000,421,100423,8,100,6.0,9.0,8,72.0,0.8,0.21,2025-02-25T13:13:16.885776
INV-71683100098,2024-06-28,2588,,10312000,380,41691,12,50,4.6,6.9,1,6.9,0.05,0.01,2025-02-25T13:13:16.885776
INV-71710500011,2024-06-29,4057,,10112000,65,16685,6,750,30.0,45.0,2,90.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-71732400025,2024-06-30,5338,,10816000,421,64858,1,50,25.8,38.7,2,77.4,0.1,0.02,2025-02-25T13:13:16.885776
INV-71741000003,2024-07-01,10153,,10311000,297,35916,12,750,3.79,5.69,12,68.28,9.0,2.37,2025-02-25T13:13:16.885776
INV-71783100005,2024-07-02,5749,,10311000,434,36308,6,1750,7.5,11.25,6,67.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-71825200033,2024-07-03,3769,,10710000,395,59192,6,1750,10.04,15.06,6,90.36,10.5,2.77,2025-02-25T13:13:16.885776
INV-71867300032,2024-07-04,4083,,10710000,395,58838,6,1750,8.74,13.11,12,157.32,21.0,5.54,2025-02-25T13:13:16.885776
INV-71889400140,2024-07-05,2501,,10222000,65,88543,12,750,11.01,16.52,4,66.08,3.0,0.79,2025-02-25T13:13:16.885776
INV-71916100020,2024-07-06,10091,,10521000,420,48105,12,375,11.49,17.24,12,206.88,4.5,1.18,2025-02-25T13:13:16.885776
INV-71956000001,2024-07-07,10270,,10623000,260,42777,6,750,23.99,35.99,6,215.94,4.5,1.18,2025-02-25T13:13:16.885776
INV-71963500005,2024-07-08,10060,,10321000,35,34359,12,200,4.5,6.75,12,81.0,2.4,0.63,2025-02-25T13:13:16.885776
INV-72004900007,2024-07-09,4829,,10322000,35,34605,6,750,15.0,22.5,6,135.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-72048200004,2024-07-10,2633,,10815000,357,64396,12,750,12.33,18.5,2,37.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-72088400001,2024-07-11,6342,,10121000,259,11788,6,1750,11.5,17.25,6,103.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-72114600025,2024-07-12,4617,,10710000,908,57575,3,1750,10.0,15.0,3,45.0,5.25,1.38,2025-02-25T13:13:16.885776
INV-72141100034,2024-07-14,3562,,10311000,777,36875,6,1750,7.63,11.45,6,68.7,10.5,2.77,2025-02-25T13:13:16.885776
INV-72158100007,2024-07-15,4361,,10311000,300,36904,24,375,1.84,2.76,48,132.48,18.0,4.75,2025-02-25T13:13:16.885776
INV-72196000009,2024-07-16,3934,,10111000,260,25608,6,1750,13.99,20.99,6,125.94,10.5,2.77,2025-02-25T13:13:16.885776
INV-72247700003,2024-07-17,4705,,10114000,85,26820,24,375,8.25,12.38,24,297.12,9.0,2.37,2025-02-25T13:13:16.885776
INV-72297400009,2024-07-18,5353,,10121000,259,11776,12,750,6.0,9.0,12,108.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-72341300037,2024-07-19,5869,,10511000,259,52316,12,750,6.5,9.75,12,117.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-72359800015,2024-07-20,5127,,10421000,370,28088,6,1750,23.48,35.22,6,211.32,10.5,2.77,2025-02-25T13:13:16.885776
INV-72393200002,2024-07-21,5631,,10121000,259,11773,48,200,1.75,2.63,48,126.24,9.6,2.53,2025-02-25T13:13:16.885776
INV-72406800029,2024-07-22,5443,,10311000,777,36985,24,375,2.0,3.0,24,72.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-72460700015,2024-07-23,2527,,17011000,421,22026,12,750,29.5,44.25,1,44.25,0.75,0.19,2025-02-25T13:13:16.885776
INV-72517700010,2024-07-24,3731,,10112000,65,19478,6,1750,34.0,51.0,6,306.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-72566600002,2024-07-25,2502,,17011000,255,102282,6,750,15.99,23.99,6,143.94,4.5,1.18,2025-02-25T13:13:16.885776
INV-72609200020,2024-07-26,5956,,10312000,205,40592,24,200,1.99,2.99,24,71.76,4.8,1.26,2025-02-25T13:13:16.885776
INV-72650300011,2024-07-28,4661,,10816000,421,65013,12,50,4.3,6.45,4,25.8,0.2,0.05,2025-02-25T13:13:16.885776
INV-72658700030,2024-07-29,5471,,17011000,421,76685,12,750,12.5,18.75,1,18.75,0.75,0.19,2025-02-25T13:13:16.885776
INV-72688500040,2024-07-30,3417,,10624000,259,43026,12,750,6.5,9.75,12,117.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-72753400017,2024-07-31,3385,,10321000,35,34425,6,1750,25.99,38.99,12,467.88,21.0,5.54,2025-02-25T13:13:16.885776
INV-72794700007,2024-08-01,10195,,10222000,260,89200,6,750,36.49,54.74,6,328.44,4.5,1.18,2025-02-25T13:13:16.885776
INV-72834000010,2024-08-02,5625,,10121000,259,86019,6,1750,11.5,17.25,6,103.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-72882300008,2024-08-04,2620,,10421000,370,28086,12,750,11.99,17.99,12,215.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-72890700002,2024-08-05,10287,,10121000,260,10790,24,375,8.49,12.74,5,63.7,1.87,0.49,2025-02-25T13:13:16.885776
INV-72935600010,2024-08-06,6199,,10116000,434,27171,6,750,20.0,30.0,2,60.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-72983600001,2024-08-07,5920,,10814000,421,101180,1,50,51.6,77.4,1,77.4,0.05,0.01,2025-02-25T13:13:16.885776
INV-73023800016,2024-08-08,2673,,10624000,260,43334,24,375,5.24,7.86,24,188.64,9.0,2.37,2025-02-25T13:13:16.885776
INV-73059500001,2024-08-09,2629,,10421000,370,28087,12,1000,14.99,22.49,12,269.88,12.0,3.17,2025-02-25T13:13:16.885776
INV-73101900009,2024-08-11,2668,,10311000,380,37663,12,750,6.3,9.45,4,37.8,3.0,0.79,2025-02-25T13:13:16.885776
INV-73112900052,2024-08-12,2527,,10710000,395,58872,6,1750,8.74,13.11,6,78.66,10.5,2.77,2025-02-25T13:13:16.885776
INV-73154000002,2024-08-13,10021,,10121000,260,10791,12,750,17.49,26.24,2,52.48,1.5,0.39,2025-02-25T13:13:16.885776
INV-73190700026,2024-08-14,10394,,10821000,192,65257,12,1000,17.42,26.13,12,313.56,12.0,3.17,2025-02-25T13:13:16.885776
INV-73237900037,2024-08-15,4522,,10816000,421,86886,12,750,10.33,15.5,7,108.5,5.25,1.38,2025-02-25T13:13:16.885776
INV-73274500002,2024-08-16,6256,,10311000,115,34821,6,1750,13.4,20.1,6,120.6,10.5,2.77,2025-02-25T13:13:16.885776
INV-73322400029,2024-08-18,4829,,10814000,434,82127,12,1000,5.25,7.88,12,94.56,12.0,3.17,2025-02-25T13:13:16.885776
INV-73331800087,2024-08-19,4057,,10312000,260,77842,12,750,8.25,12.38,2,24.76,1.5,0.39,2025-02-25T13:13:16.885776
INV-73388300035,2024-08-20,4129,,10312000,260,77714,12,750,8.25,12.38,3,37.14,2.25,0.59,2025-02-25T13:13:16.885776
INV-73440600036,2024-08-21,2548,,10116000,260,27037,12,750,14.49,21.74,12,260.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-73485400004,2024-08-22,3629,,10112000,259,17958,6,1750,17.0,25.5,6,153.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-73519000082,2024-08-23,2613,,10816000,421,64867,12,1000,12.0,18.0,12,216.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-73559500006,2024-08-25,5338,,10124000,370,15626,12,750,17.49,26.24,4,104.96,3.0,0.79,2025-02-25T13:13:16.885776
INV-73573200016,2024-08-26,2633,,10112000,65,19067,12,1000,13.0,19.5,36,702.0,36.0,9.51,2025-02-25T13:13:16.885776
INV-73616000002,2024-08-27,4541,,10121000,260,10776,24,375,8.49,12.74,2,25.48,0.75,0.19,2025-02-25T13:13:16.885776
INV-73661500013,2024-08-28,5786,,10221000,395,89199,12,375,6.53,9.8,24,235.2,9.0,2.37,2025-02-25T13:13:16.885776
INV-73697000002,2024-08-29,3390,,10121000,259,10550,12,750,6.0,9.0,12,108.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-73739600018,2024-08-30,4631,,10622000,35,43125,12,750,8.76,13.14,12,157.68,9.0,2.37,2025-02-25T13:13:16.885776
INV-73781900006,2024-09-02,2644,,10312000,827,938785,12,750,10.0,15.0,12,180.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-73794200104,2024-09-03,2512,,10813000,65,80096,12,750,5.25,7.88,24,189.12,18.0,4.75,2025-02-25T13:13:16.885776
INV-73835900022,2024-09-04,6256,,10222000,395,87402,48,200,3.63,5.45,48,261.6,9.6,2.53,2025-02-25T13:13:16.885776
INV-73883000050,2024-09-05,3390,,10625000,370,42699,12,750,8.99,13.49,12,161.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-73937800033,2024-09-06,4197,,10814000,65,82866,12,750,6.75,10.13,4,40.52,3.0,0.79,2025-02-25T13:13:16.885776
INV-74005300016,2024-09-08,2190,,10821000,342,66023,12,750,11.0,16.5,2,33.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-74018500052,2024-09-09,2527,,10311000,777,36985,24,375,2.0,3.0,24,72.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-74076000070,2024-09-10,2665,,10122000,35,4876,12,750,16.99,25.49,12,305.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-74128000007,2024-09-11,5188,,10112000,65,19226,6,750,21.0,31.5,2,63.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-74174800016,2024-09-12,5264,,10311000,260,37991,12,50,4.61,6.92,12,83.04,0.6,0.15,2025-02-25T13:13:16.885776
INV-74216500003,2024-09-13,6140,,10311000,434,36304,24,375,2.0,3.0,24,72.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-74273100015,2024-09-15,4516,,10311000,434,36304,24,375,2.0,3.0,24,72.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-74286400011,2024-09-16,10297,,10511000,421,53213,24,200,1.96,2.94,24,70.56,4.8,1.26,2025-02-25T13:13:16.885776
INV-74331100049,2024-09-17,2635,,17011000,260,66932,12,750,8.25,12.38,60,742.8,45.0,11.88,2025-02-25T13:13:16.885776
INV-74392400003,2024-09-18,5582,,10311000,434,36308,6,1750,7.5,11.25,12,135.0,21.0,5.54,2025-02-25T13:13:16.885776
INV-74441900021,2024-09-19,2684,,10624000,259,43028,6,1750,12.5,18.75,12,225.0,21.0,5.54,2025-02-25T13:13:16.885776
INV-74479100033,2024-09-20,6140,,10322000,260,64512,12,750,16.49,24.74,3,74.22,2.25,0.59,2025-02-25T13:13:16.885776
INV-74527100020,2024-09-22,2636,,10114000,85,86691,12,50,11.5,17.25,12,207.0,0.6,0.15,2025-02-25T13:13:16.885776
INV-74530300011,2024-09-23,2528,,10816000,259,27454,12,750,8.0,12.0,12,144.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-74574500006,2024-09-24,4019,,10312000,260,77988,12,750,8.25,12.38,24,297.12,18.0,4.75,2025-02-25T13:13:16.885776
INV-74625500008,2024-09-25,4617,,10321000,370,34006,12,750,8.99,13.49,3,40.47,2.25,0.59,2025-02-25T13:13:16.885776
INV-74669100022,2024-09-26,4829,,10112000,65,28279,12,750,11.0,16.5,12,198.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-74701100020,2024-09-27,4617,,10312000,205,40599,12,750,8.0,12.0,3,36.0,2.25,0.59,2025-02-25T13:13:16.885776
INV-74746600007,2024-09-29,4617,,1011100,65,22786,12,750,4.0,6.0,4,24.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-74755700018,2024-09-30,4019,,1081100,370,67526,12,750,13.99,20.99,12,251.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-74799700045,2024-10-01,3773,,10623000,421,42167,12,1000,13.32,19.98,3,59.94,3.0,0.79,2025-02-25T13:13:16.885776
INV-74846000032,2024-10-02,5444,,10311000,777,36875,6,1750,7.63,11.45,12,137.4,21.0,5.54,2025-02-25T13:13:16.885776
INV-74889800021,2024-10-03,3629,,10311000,421,36648,12,750,3.48,5.22,12,59.76,9.0,2.37,2025-02-25T13:13:16.885776
INV-74920800005,2024-10-04,10270,,10812000,363,67866,12,750,16.0,24.0,6,144.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-74972500014,2024-10-06,5443,,10311000,777,36989,12,750,3.69,5.54,12,66.48,9.0,2.37,2025-02-25T13:13:16.885776
INV-74975600065,2024-10-07,2527,,10123000,205,6213,6,750,16.5,24.75,6,148.5,4.5,1.18,2025-02-25T13:13:16.885776
INV-75024900019,2024-10-08,2665,,10421000,389,28905,6,750,18.48,27.72,6,166.32,4.5,1.18,2025-02-25T13:13:16.885776
INV-75073900034,2024-10-09,4617,,10221000,434,87937,12,1000,9.0,13.5,3,40.5,3.0,0.79,2025-02-25T13:13:16.885776
INV-75125600089,2024-10-10,4829,,10222000,370,88186,6,750,14.99,22.49,12,269.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-75167300013,2024-10-11,4617,,10312000,205,40598,24,375,4.0,6.0,5,30.0,1.87,0.49,2025-02-25T13:13:16.885776
INV-75224100015,2024-10-13,2613,,17011000,259,17917,6,750,37.5,56.25,1,56.25,0.75,0.19,2025-02-25T13:13:16.885776
INV-75233800017,2024-10-14,3901,,10114000,85,86670,12,750,15.91,23.87,12,286.44,9.0,2.37,2025-02-25T13:13:16.885776
INV-75278900009,2024-10-15,2633,,10112000,65,19067,12,1000,13.0,19.5,48,936.0,48.0,12.68,2025-02-25T13:13:16.885776
INV-75354100022,2024-10-16,2665,,10112000,926,26678,6,750,22.5,33.75,6,202.5,4.5,1.18,2025-02-25T13:13:16.885776
INV-75418700030,2024-10-17,5314,,10311000,301,38177,12,1000,13.17,19.76,1,19.76,1.0,0.26,2025-02-25T13:13:16.885776
INV-75455400002,2024-10-18,10020,,10121000,260,11297,12,1000,20.49,30.74,2,61.48,2.0,0.52,2025-02-25T13:13:16.885776
INV-75511400023,2024-10-20,2190,,10222000,65,89836,12,750,16.0,24.0,12,288.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-75524600010,2024-10-21,4829,,10312000,300,41019,12,750,8.49,12.74,12,152.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-75572100014,2024-10-22,5102,,10321000,260,34457,12,1000,15.16,22.74,12,272.88,12.0,3.17,2025-02-25T13:13:16.885776
INV-75627600001,2024-10-23,2548,,10312000,305,38810,12,750,9.5,14.25,24,342.0,18.0,4.75,2025-02-25T13:13:16.885776
INV-75673700052,2024-10-24,4829,,10521000,420,48106,12,750,19.99,29.99,48,1439.52,36.0,9.51,2025-02-25T13:13:16.885776
INV-75706800009,2024-10-25,4617,,10321000,370,34006,12,750,8.99,13.49,4,53.96,3.0,0.79,2025-02-25T13:13:16.885776
INV-75753700010,2024-10-27,5561,,10311000,434,36304,24,375,2.0,3.0,24,72.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-75763900010,2024-10-28,10443,,10913000,384,76036,6,750,11.5,17.25,6,103.5,4.5,1.18,2025-02-25T13:13:16.885776
INV-75805900022,2024-10-29,10239,,10311000,301,38176,12,750,10.0,15.0,3,45.0,2.25,0.59,2025-02-25T13:13:16.885776
INV-75861200003,2024-10-30,10136,,10114000,85,26826,12,750,15.91,23.87,1,23.87,0.75,0.19,2025-02-25T13:13:16.885776
INV-75906600016,2024-10-31,2190,,10123000,420,5103,6,750,31.49,47.24,2,94.48,1.5,0.39,2025-02-25T13:13:16.885776
INV-75941500045,2024-11-01,4877,,10814000,421,84171,48,100,1.0,1.5,48,72.0,4.8,1.26,2025-02-25T13:13:16.885776
INV-75990800002,2024-11-03,10270,,10813000,421,80000,1,50,60.0,90.0,1,90.0,0.05,0.01,2025-02-25T13:13:16.885776
INV-75998400001,2024-11-04,10074,,10710000,260,962040,12,750,12.5,18.75,240,4500.0,180.0,47.55,2025-02-25T13:13:16.885776
INV-76034900002,2024-11-05,2635,,10112000,259,918529,6,700,50.0,75.0,1,75.0,0.7,0.18,2025-02-25T13:13:16.885776
INV-76093500018,2024-11-06,3670,,10311000,297,35918,6,1750,7.72,11.58,6,69.48,10.5,2.77,2025-02-25T13:13:16.885776
INV-76154300042,2024-11-07,2512,,10521000,420,48254,12,375,11.49,17.24,12,206.88,4.5,1.18,2025-02-25T13:13:16.885776
INV-76187400016,2024-11-08,4509,,10123000,240,5006,12,750,30.0,45.0,1,45.0,0.75,0.19,2025-02-25T13:13:16.885776
INV-76245000016,2024-11-09,5195,,10311000,260,37994,24,375,4.99,7.49,24,179.76,9.0,2.37,2025-02-25T13:13:16.885776
INV-76269000020,2024-11-10,4617,,10821000,35,47861,24,200,9.49,14.24,5,71.2,1.0,0.26,2025-02-25T13:13:16.885776
INV-76271500030,2024-11-11,3917,,10311000,301,38179,24,200,3.49,5.24,24,125.76,4.8,1.26,2025-02-25T13:13:16.885776
INV-76323800001,2024-11-12,4024,,17011000,260,10784,12,750,17.49,26.24,24,629.76,18.0,4.75,2025-02-25T13:13:16.885776
INV-76381400065,2024-11-13,2665,,10521000,420,48099,24,200,6.74,10.11,6,60.66,1.2,0.31,2025-02-25T13:13:16.885776
INV-76442500087,2024-11-14,2502,,10311000,380,37348,6,1750,7.67,11.51,6,69.06,10.5,2.77,2025-02-25T13:13:16.885776
INV-76487900009,2024-11-15,2613,,10121000,260,10805,24,375,8.49,12.74,8,101.92,3.0,0.79,2025-02-25T13:13:16.885776
INV-76543300019,2024-11-17,4513,,10812000,421,80023,12,750,11.5,17.25,4,69.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-76554400003,2024-11-18,2502,,10625000,370,42716,12,750,8.99,13.49,12,161.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-76606000018,2024-11-19,5482,,10511000,205,52596,12,750,6.5,9.75,12,117.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-76673000004,2024-11-20,2691,,10311000,434,36304,24,375,2.0,3.0,24,72.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-76726200010,2024-11-21,5984,,10124000,370,15626,12,750,17.49,26.24,6,157.44,4.5,1.18,2025-02-25T13:13:16.885776
INV-76783300032,2024-11-22,4057,,10312000,259,904761,12,750,4.5,6.75,4,27.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-76848500009,2024-11-24,10270,,10321000,240,34753,6,750,11.5,17.25,6,103.5,4.5,1.18,2025-02-25T13:13:16.885776
INV-76860300016,2024-11-25,5113,,10511000,205,52596,12,750,6.5,9.75,12,117.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-76917600009,2024-11-26,10287,,10312000,205,40593,24,375,4.0,6.0,5,30.0,1.87,0.49,2025-02-25T13:13:16.885776
INV-76973100008,2024-11-27,6129,,10121000,259,11776,12,750,6.0,9.0,6,54.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-77014700012,2024-11-29,5956,,10122000,260,4626,12,750,21.49,32.24,12,386.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-77073800003,2024-12-01,4301,,10221000,395,89193,48,200,3.63,5.45,48,261.6,9.6,2.53,2025-02-25T13:13:16.885776
INV-77080300034,2024-12-02,2560,,10112000,421,21598,6,1750,9.24,13.86,6,83.16,10.5,2.77,2025-02-25T13:13:16.885776
INV-77119600007,2024-12-03,3654,,10821000,192,65257,12,1000,17.42,26.13,2,52.26,2.0,0.52,2025-02-25T13:13:16.885776
INV-77164800011,2024-12-04,10270,,10710000,395,58855,6,1750,8.74,13.11,6,78.66,10.5,2.77,2025-02-25T13:13:16.885776
INV-77209200067,2024-12-05,2633,,10625000,35,43137,12,1000,9.5,14.25,12,171.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-77243500004,2024-12-06,4829,,10111000,229,23981,12,1000,4.39,6.59,12,79.08,12.0,3.17,2025-02-25T13:13:16.885776
INV-77284400009,2024-12-08,10304,,17011000,35,67595,6,750,20.0,30.0,1,30.0,0.75,0.19,2025-02-25T13:13:16.885776
INV-77293500015,2024-12-09,2644,,10311000,65,34578,6,1750,10.0,15.0,6,90.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-77361600012,2024-12-10,5563,,10311000,300,36904,24,375,1.84,2.76,24,66.24,9.0,2.37,2025-02-25T13:13:16.885776
INV-77408500011,2024-12-11,5289,,10624000,259,43028,6,1750,12.5,18.75,6,112.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-77474000004,2024-12-12,2502,,10121000,259,11588,6,1750,15.0,22.5,12,270.0,21.0,5.54,2025-02-25T13:13:16.885776
INV-77521800026,2024-12-13,2190,,10122000,260,65533,12,750,20.99,31.49,12,377.88,9.0,2.37,2025-02-25T13:13:16.885776
